CustomerID,Age,Gender,MaritalStatus,Income,Savings,CreditScore,LoanAmount,LoanStatus,AccountType,YearsWithBank,Churn
C0161,,female,married,40000.0,20000.0,650.0,20000.0,approved,checking,,no
C0162,25.0,male,single,100000.0,15000.0,600.0,30000.0,rejected,investment,10.0,no
C0163,35.0,female,divorced,60000.0,5000.0,650.0,30000.0,approved,joint,5.0,no
C0164,55.0,female,single,80000.0,25000.0,700.0,20000.0,rejected,savings,5.0,yes
C0165,55.0,female,divorced,60000.0,5000.0,600.0,50000.0,defaulted,savings,2.0,yes
C0166,45.0,male,single,100000.0,15000.0,800.0,20000.0,approved,savings,5.0,no
C0167,35.0,FEMALE,single,60000.0,10000.0,700.0,,approved,investment,5.0,yes
C0168,55.0,Male,married,60000.0,10000.0,,40000.0,approved,investment,1.0,yes
C0169,35.0,Male,single,100000.0,10000.0,600.0,40000.0,approved,checking,2.0,no
C0170,45.0,female,single,80000.0,,750.0,50000.0,defaulted,investment,5.0,no
C0171,35.0,female,single,60000.0,15000.0,750.0,40000.0,approved,checking,5.0,no
C0172,55.0,FEMALE,single,60000.0,15000.0,800.0,40000.0,rejected,checking,2.0,no
C0173,35.0,male,single,40000.0,50000.0,,20000.0,rejected,joint,,yes
C0174,35.0,FEMALE,married,40000.0,15000.0,700.0,40000.0,defaulted,savings,5.0,yes
C0175,55.0,female,single,,25000.0,800.0,20000.0,approved,savings,,yes
C0176,35.0,FEMALE,single,60000.0,50000.0,800.0,40000.0,rejected,savings,5.0,yes
C0177,35.0,male,married,60000.0,20000.0,600.0,30000.0,approved,savings,5.0,yes
C0178,55.0,female,married,40000.0,,600.0,,approved,savings,1.0,no
C0179,25.0,Male,divorced,60000.0,5000.0,750.0,20000.0,approved,joint,1.0,yes
C0180,25.0,FEMALE,single,40000.0,15000.0,650.0,50000.0,approved,savings,5.0,no
C0181,25.0,male,single,60000.0,20000.0,750.0,40000.0,approved,checking,1.0,no
C0182,25.0,female,married,60000.0,15000.0,700.0,30000.0,approved,checking,,no
C0183,35.0,Male,single,100000.0,25000.0,700.0,40000.0,defaulted,checking,20.0,yes
C0184,,male,married,80000.0,15000.0,700.0,30000.0,rejected,savings,5.0,no
C0185,45.0,Male,widowed,60000.0,25000.0,,30000.0,approved,checking,5.0,yes
C0186,35.0,FEMALE,single,60000.0,15000.0,750.0,,rejected,savings,2.0,no
C0187,35.0,female,married,100000.0,10000.0,750.0,20000.0,rejected,joint,1.0,no
C0188,45.0,Male,divorced,100000.0,15000.0,600.0,40000.0,approved,checking,5.0,yes
C0189,35.0,Male,single,80000.0,10000.0,600.0,,approved,savings,10.0,no
C0190,35.0,female,married,80000.0,15000.0,650.0,20000.0,approved,savings,5.0,yes
C0191,25.0,Male,single,100000.0,100000.0,650.0,,approved,checking,10.0,no
C0192,35.0,male,married,60000.0,10000.0,600.0,,approved,investment,10.0,no
C0193,35.0,female,single,100000.0,20000.0,750.0,40000.0,rejected,savings,1.0,no
C0194,,FEMALE,married,60000.0,20000.0,600.0,30000.0,approved,investment,5.0,yes
C0195,25.0,female,single,40000.0,20000.0,600.0,40000.0,rejected,joint,10.0,yes
C0196,25.0,Male,married,40000.0,15000.0,700.0,30000.0,rejected,joint,5.0,no
C0197,,female,single,40000.0,15000.0,700.0,20000.0,approved,savings,5.0,no
C0198,35.0,female,divorced,80000.0,5000.0,800.0,50000.0,defaulted,checking,20.0,yes
C0199,35.0,male,married,80000.0,10000.0,700.0,40000.0,approved,investment,1.0,no
C0200,45.0,FEMALE,married,80000.0,20000.0,800.0,40000.0,rejected,savings,,no
C0201,45.0,female,divorced,80000.0,200000.0,750.0,30000.0,rejected,savings,5.0,no
C0202,35.0,female,single,,25000.0,600.0,50000.0,approved,joint,,no
C0203,45.0,female,single,80000.0,10000.0,700.0,30000.0,rejected,investment,10.0,no
C0204,55.0,female,single,100000.0,50000.0,650.0,20000.0,approved,investment,5.0,no
C0205,25.0,male,widowed,100000.0,15000.0,750.0,40000.0,approved,checking,10.0,no
C0206,45.0,male,widowed,100000.0,50000.0,650.0,40000.0,rejected,savings,2.0,no
C0207,35.0,Male,married,60000.0,10000.0,,50000.0,defaulted,checking,10.0,no
C0208,25.0,male,married,60000.0,15000.0,700.0,20000.0,approved,investment,5.0,no
C0209,25.0,Male,single,60000.0,15000.0,700.0,30000.0,approved,investment,,no
C0210,45.0,male,married,40000.0,100000.0,600.0,20000.0,rejected,joint,10.0,no
C0211,45.0,FEMALE,single,80000.0,10000.0,650.0,30000.0,defaulted,investment,5.0,no
C0212,25.0,Male,single,40000.0,15000.0,,20000.0,approved,checking,1.0,no
C0213,45.0,male,single,60000.0,100000.0,750.0,30000.0,approved,savings,10.0,no
C0214,35.0,female,married,40000.0,15000.0,750.0,40000.0,approved,savings,2.0,no
C0215,45.0,FEMALE,single,80000.0,25000.0,650.0,20000.0,rejected,savings,1.0,no
C0216,35.0,FEMALE,single,80000.0,10000.0,650.0,20000.0,approved,savings,10.0,yes
C0217,45.0,female,married,80000.0,,750.0,20000.0,approved,checking,1.0,no
C0218,,FEMALE,single,40000.0,15000.0,600.0,50000.0,approved,savings,10.0,no
C0219,45.0,female,married,40000.0,20000.0,600.0,30000.0,approved,joint,5.0,no
C0220,35.0,FEMALE,married,100000.0,50000.0,750.0,30000.0,approved,savings,5.0,no
C0221,25.0,male,single,80000.0,25000.0,700.0,40000.0,rejected,investment,10.0,no
C0222,35.0,FEMALE,single,60000.0,15000.0,650.0,20000.0,approved,savings,2.0,yes
C0223,35.0,Male,married,80000.0,15000.0,650.0,50000.0,approved,savings,10.0,no
C0224,55.0,Male,divorced,60000.0,15000.0,650.0,30000.0,approved,checking,5.0,no
C0225,35.0,Male,divorced,80000.0,100000.0,750.0,40000.0,approved,savings,2.0,no
C0226,45.0,male,single,100000.0,20000.0,650.0,20000.0,rejected,investment,10.0,no
C0227,45.0,female,married,60000.0,5000.0,,20000.0,approved,savings,10.0,no
C0228,55.0,female,widowed,40000.0,25000.0,750.0,30000.0,rejected,savings,,no
C0229,45.0,FEMALE,divorced,40000.0,15000.0,750.0,20000.0,approved,checking,20.0,yes
C0230,55.0,male,married,80000.0,25000.0,750.0,30000.0,approved,investment,2.0,no
C0231,25.0,male,married,40000.0,20000.0,750.0,30000.0,rejected,savings,5.0,no
C0232,25.0,male,single,60000.0,5000.0,800.0,40000.0,approved,investment,1.0,no
C0233,35.0,female,single,80000.0,15000.0,750.0,30000.0,approved,investment,5.0,no
C0234,,Male,married,60000.0,15000.0,650.0,40000.0,approved,investment,5.0,yes
C0235,45.0,female,single,80000.0,25000.0,650.0,20000.0,approved,checking,5.0,yes
C0236,35.0,female,married,80000.0,20000.0,700.0,30000.0,rejected,savings,5.0,yes
C0237,55.0,Male,divorced,60000.0,5000.0,650.0,20000.0,defaulted,savings,,yes
C0238,55.0,male,widowed,80000.0,20000.0,650.0,30000.0,approved,checking,10.0,no
C0239,55.0,male,widowed,80000.0,25000.0,600.0,20000.0,rejected,investment,20.0,yes
C0240,35.0,Male,married,80000.0,10000.0,600.0,30000.0,rejected,checking,5.0,yes
C0241,35.0,Male,single,40000.0,15000.0,,50000.0,approved,joint,1.0,no
C0242,35.0,Male,widowed,100000.0,10000.0,700.0,40000.0,rejected,checking,5.0,yes
C0243,45.0,male,single,60000.0,25000.0,700.0,40000.0,rejected,savings,,no
C0244,25.0,female,married,100000.0,15000.0,650.0,20000.0,approved,savings,2.0,no
C0245,35.0,FEMALE,married,60000.0,50000.0,750.0,30000.0,approved,savings,2.0,no
C0246,45.0,Male,married,100000.0,20000.0,800.0,30000.0,approved,savings,2.0,no
C0247,45.0,FEMALE,single,80000.0,25000.0,800.0,50000.0,defaulted,checking,,no
C0248,35.0,FEMALE,widowed,40000.0,10000.0,750.0,40000.0,approved,savings,,no
C0249,35.0,FEMALE,single,80000.0,15000.0,750.0,20000.0,approved,investment,10.0,no
C0250,25.0,male,single,80000.0,100000.0,750.0,50000.0,rejected,savings,20.0,yes
C0251,25.0,female,single,80000.0,15000.0,600.0,30000.0,approved,savings,20.0,no
C0252,35.0,male,single,100000.0,15000.0,650.0,30000.0,approved,investment,2.0,yes
C0253,35.0,female,single,100000.0,20000.0,600.0,20000.0,rejected,savings,5.0,yes
C0254,35.0,FEMALE,single,100000.0,20000.0,650.0,40000.0,approved,savings,5.0,no
C0255,35.0,Male,divorced,40000.0,25000.0,700.0,30000.0,rejected,savings,5.0,yes
C0256,45.0,Male,single,100000.0,10000.0,650.0,50000.0,approved,investment,10.0,no
C0257,45.0,Male,divorced,100000.0,25000.0,650.0,,approved,savings,5.0,no
C0258,35.0,male,married,60000.0,20000.0,600.0,50000.0,approved,checking,5.0,no
C0259,45.0,female,single,40000.0,25000.0,650.0,40000.0,approved,savings,1.0,yes
C0260,55.0,female,married,40000.0,10000.0,700.0,50000.0,approved,joint,10.0,yes
C0261,45.0,female,single,60000.0,50000.0,800.0,20000.0,approved,checking,5.0,no
C0262,35.0,FEMALE,single,80000.0,5000.0,700.0,40000.0,approved,investment,2.0,no
C0263,55.0,FEMALE,married,100000.0,100000.0,700.0,30000.0,approved,investment,,no
C0264,35.0,FEMALE,widowed,80000.0,,600.0,30000.0,rejected,savings,2.0,yes
C0265,55.0,Male,widowed,80000.0,10000.0,700.0,40000.0,approved,savings,2.0,no
C0266,25.0,FEMALE,married,100000.0,10000.0,600.0,50000.0,approved,investment,10.0,no
C0267,35.0,female,married,60000.0,10000.0,750.0,50000.0,approved,checking,10.0,no
C0268,45.0,male,married,60000.0,15000.0,700.0,40000.0,approved,savings,2.0,yes
C0269,25.0,male,married,80000.0,100000.0,,20000.0,rejected,investment,,yes
C0270,55.0,FEMALE,married,80000.0,5000.0,750.0,40000.0,rejected,joint,2.0,no
C0271,35.0,FEMALE,single,60000.0,20000.0,700.0,40000.0,approved,checking,2.0,yes
C0272,35.0,female,married,80000.0,10000.0,800.0,30000.0,approved,checking,5.0,yes
C0273,35.0,Male,divorced,40000.0,20000.0,600.0,40000.0,approved,savings,,yes
C0274,45.0,male,married,40000.0,15000.0,700.0,50000.0,rejected,savings,10.0,no
C0275,45.0,male,single,60000.0,15000.0,650.0,40000.0,approved,checking,,no
C0276,35.0,female,divorced,60000.0,15000.0,600.0,50000.0,rejected,joint,10.0,no
C0277,45.0,female,single,100000.0,5000.0,750.0,30000.0,approved,savings,,no
C0278,45.0,Male,single,80000.0,15000.0,700.0,20000.0,approved,savings,2.0,no
C0279,35.0,FEMALE,single,40000.0,25000.0,650.0,20000.0,rejected,investment,10.0,no
C0280,45.0,male,married,60000.0,100000.0,800.0,40000.0,approved,savings,5.0,no
C0281,35.0,female,single,60000.0,100000.0,750.0,20000.0,approved,checking,20.0,no
C0282,45.0,Male,married,60000.0,25000.0,800.0,40000.0,rejected,checking,10.0,no
C0283,45.0,Male,married,40000.0,15000.0,650.0,30000.0,rejected,savings,10.0,no
C0284,35.0,female,single,60000.0,20000.0,650.0,30000.0,approved,investment,10.0,no
C0285,35.0,male,married,100000.0,10000.0,600.0,50000.0,approved,joint,,no
C0286,25.0,FEMALE,married,100000.0,20000.0,700.0,30000.0,approved,joint,5.0,no
C0287,45.0,Male,widowed,40000.0,100000.0,600.0,40000.0,approved,savings,2.0,no
C0288,45.0,female,single,100000.0,15000.0,600.0,40000.0,rejected,savings,5.0,no
C0289,35.0,female,single,,15000.0,,20000.0,approved,savings,1.0,no
C0290,45.0,FEMALE,widowed,60000.0,15000.0,700.0,30000.0,rejected,savings,2.0,no
C0291,45.0,female,single,40000.0,20000.0,700.0,50000.0,approved,checking,10.0,no
C0292,35.0,female,married,80000.0,15000.0,700.0,,rejected,checking,10.0,no
C0293,55.0,Male,married,,25000.0,600.0,30000.0,rejected,investment,2.0,yes
C0294,45.0,FEMALE,single,40000.0,15000.0,650.0,20000.0,approved,investment,2.0,no
C0295,45.0,female,married,80000.0,10000.0,650.0,40000.0,approved,checking,5.0,no
C0296,25.0,FEMALE,divorced,80000.0,15000.0,750.0,40000.0,rejected,investment,10.0,no
C0297,35.0,Male,married,80000.0,25000.0,650.0,30000.0,approved,checking,5.0,yes
C0298,55.0,Male,single,80000.0,20000.0,800.0,30000.0,approved,checking,2.0,no
C0299,25.0,FEMALE,married,60000.0,25000.0,800.0,50000.0,approved,checking,5.0,yes
C0300,55.0,Male,single,100000.0,15000.0,700.0,30000.0,rejected,joint,5.0,no
C0301,25.0,male,single,60000.0,15000.0,600.0,40000.0,rejected,checking,5.0,no
C0302,45.0,male,married,80000.0,10000.0,650.0,40000.0,approved,savings,20.0,yes
C0303,25.0,female,married,80000.0,20000.0,650.0,20000.0,approved,savings,5.0,no
C0304,25.0,female,married,60000.0,15000.0,600.0,40000.0,defaulted,checking,2.0,yes
C0305,45.0,male,single,40000.0,25000.0,800.0,30000.0,approved,savings,5.0,no
C0306,,female,single,,10000.0,600.0,20000.0,approved,savings,5.0,no
C0307,25.0,Male,married,60000.0,10000.0,650.0,20000.0,rejected,investment,5.0,no
C0308,45.0,FEMALE,divorced,100000.0,20000.0,700.0,30000.0,approved,savings,,yes
C0309,45.0,FEMALE,single,40000.0,50000.0,,20000.0,defaulted,investment,5.0,yes
C0310,35.0,FEMALE,widowed,60000.0,10000.0,700.0,40000.0,approved,savings,5.0,yes
C0311,45.0,male,married,60000.0,5000.0,750.0,20000.0,approved,savings,2.0,no
C0312,45.0,FEMALE,single,40000.0,10000.0,650.0,40000.0,approved,savings,1.0,no
C0313,35.0,FEMALE,married,60000.0,50000.0,800.0,30000.0,defaulted,savings,10.0,no
